date,position_cost,position_mtm,n_open_lots,n_tickers,realized_pnl,unrealized_pnl,total_pnl,daily_pnl,cum_pnl
2023-04-13,500001.0,534065.6099773647,1,1,0.0,34064.60997736459,34064.60997736459,17612.935278620007,34064.60997736459
2023-04-14,500001.0,532936.4872365552,1,1,0.0,32935.487236555215,32935.487236555215,-1129.1227408093764,32935.487236555215
2023-04-17,500001.0,533001.0628012104,1,1,0.0,33000.06280121039,33000.06280121039,64.575564655177,33000.06280121039
2023-04-18,500001.0,537001.099190468,1,1,0.0,37000.09919046795,37000.09919046795,4000.036389257555,37000.09919046795
2023-04-19,500001.0,540742.9832643663,1,1,0.0,40741.98326436626,40741.98326436626,3741.8840738983126,40741.98326436626
2023-04-20,500001.0,537581.7294804057,1,1,0.0,37580.7294804056,37580.7294804056,-3161.2537839606593,37580.7294804056
2023-04-21,500001.0,532323.7191075515,1,1,0.0,32322.719107551507,32322.719107551507,-5258.010372854093,32322.719107551507
2023-04-24,500001.0,533323.590756876,1,1,0.0,33322.590756876125,33322.590756876125,999.8716493246175,33322.590756876125
2023-04-25,500001.0,528291.3449548791,1,1,0.0,28290.34495487911,28290.34495487911,-5032.2458019970145,28290.34495487911
2023-04-26,500001.0,528259.1071536387,1,1,0.0,28258.107153638775,28258.107153638775,-32.2378012403351,28258.107153638775
2023-04-27,500001.0,543259.1311559083,1,1,0.0,43258.13115590825,43258.13115590825,15000.024002269478,43258.13115590825
2023-04-28,500001.0,547355.7809867127,1,1,0.0,47354.78098671263,47354.78098671263,4096.649830804374,47354.78098671263
2023-05-01,500001.0,547065.5907944618,1,1,0.0,47064.59079446174,47064.59079446174,-290.19019225088414,47064.59079446174
2023-05-02,500001.0,543678.5224585568,1,1,0.0,43677.52245855681,43677.52245855681,-3387.0683359049362,43677.52245855681
2023-05-03,500001.0,540162.3529744286,1,1,0.0,40161.35297442849,40161.35297442849,-3516.169484128317,40161.35297442849
2023-05-04,500001.0,534807.4792545915,1,1,0.0,34806.47925459157,34806.47925459157,-5354.87371983692,34806.47925459157
2023-05-05,500001.0,559904.382605357,1,1,0.0,59903.38260535689,59903.38260535689,25096.903350765322,59903.38260535689
2023-05-08,500001.0,559678.4181101508,1,1,0.0,59677.4181101509,59677.4181101509,-225.9644952059898,59677.4181101509
2023-05-09,500001.0,554097.879781631,1,1,0.0,54096.879781631076,54096.879781631076,-5580.538328519826,54096.879781631076
2023-05-10,500001.0,559872.0948230294,1,1,0.0,59871.09482302935,59871.09482302935,5774.2150413982745,59871.09482302935
2023-05-11,500001.0,560484.9629142075,1,1,0.0,60483.962914207455,60483.962914207455,612.8680911781048,60483.962914207455
2023-05-12,500001.0,557448.4619238841,1,1,0.0,57447.46192388413,57447.46192388413,-3036.500990323322,57447.46192388413
2023-05-15,500001.0,555833.4230533706,1,1,0.0,55832.42305337045,55832.42305337045,-1615.0388705136866,55832.42305337045
2023-05-16,500001.0,555833.4230533706,1,1,0.0,55832.42305337045,55832.42305337045,0.0,55832.42305337045
2023-05-17,500001.0,557836.1652172514,1,1,0.0,57835.165217251335,57835.165217251335,2002.7421638808883,57835.165217251335
2023-05-18,500001.0,565459.4805604948,1,1,0.0,65458.480560494776,65458.480560494776,7623.315343243441,65458.480560494776
2023-05-19,500001.0,565814.9460526216,1,1,0.0,65813.94605262153,65813.94605262153,355.4654921267502,65813.94605262153
2023-05-22,500001.0,562713.7695354687,1,1,0.0,62712.76953546874,62712.76953546874,-3101.1765171527877,62712.76953546874
2023-05-23,500001.0,554185.8964761804,1,1,0.0,54184.89647618042,54184.89647618042,-8527.873059288315,54184.89647618042
2023-05-24,500001.0,555090.404211138,1,1,0.0,55089.40421113809,55089.40421113809,904.5077349576677,55089.40421113809
2023-05-25,500001.0,558805.2984979514,1,1,0.0,58804.298497951386,58804.298497951386,3714.8942868132945,58804.298497951386
2023-05-26,500001.0,566687.1160241644,1,1,0.0,66686.11602416435,66686.11602416435,7881.817526212966,66686.11602416435
2023-05-30,500001.0,572727.730260309,1,1,0.0,72726.73026030895,72726.73026030895,6040.614236144596,72726.73026030895
2023-05-31,500001.0,572566.1913864965,1,1,0.0,72565.19138649655,72565.19138649655,-161.53887381240202,72565.19138649655
2023-06-01,500001.0,581740.1699599472,1,1,0.0,81739.16995994718,81739.16995994718,9173.97857345063,81739.16995994718
